,blst,flh,sup,cag,fag,age,inX,outY
316,0.0,99.9,12.4,1006.0,899.8,28,0.580222399,3.524594037
916,134.0,0.0,6.0,924.0,760.0,28,0.674740484,3.833844982
514,22.0,132.0,8.9,822.0,750.0,56,0.396226415,4.308917891
166,93.8,0.0,23.4,852.1,992.6,91,0.3376,4.135166296
574,203.5,0.0,0.0,1076.2,759.3,7,1.368459838,2.016235339
665,116.0,0.0,0.0,946.8,856.8,7,1.10982659,2.432735624
872,100.0,78.0,9.0,864.0,761.0,28,0.770114943,3.478158203
32,132.4,0.0,0.0,978.4,825.5,180,0.966767372,3.730980395
282,0.0,118.3,6.4,1028.4,757.7,56,0.749801114,3.601140313
22,209.4,0.0,0.0,1047.0,806.9,3,1.375358166,2.086913425
789,0.0,0.0,0.0,1047.0,806.0,28,0.550143266,3.487986292
76,117.2,0.0,32.2,852.1,840.5,3,0.293816631,3.693866763
356,97.8,24.5,11.2,1061.7,782.5,28,0.57972583,4.145354222
146,106.3,0.0,16.5,852.1,887.1,56,0.361176471,4.163559368
53,76.0,0.0,0.0,932.0,670.0,90,0.75,3.895690105
557,170.3,0.0,0.0,1026.6,724.3,7,0.726810176,2.847232086
155,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
555,272.8,0.0,0.0,1012.4,714.3,28,1.020890599,3.330059144
606,0.0,0.0,0.0,968.0,885.0,14,0.822033898,2.552565137
496,20.0,94.0,11.6,938.0,845.0,56,0.405684755,4.118386297
61,114.0,0.0,0.0,932.0,670.0,270,0.857142857,3.946037635
735,0.0,0.0,0.0,1056.0,809.0,120,0.550143266,3.710151355
524,19.0,141.0,10.9,942.0,801.0,28,0.428969359,4.085807973
939,230.5,0.0,3.4,827.0,871.8,28,1.387936943,3.487986292
5,114.0,0.0,0.0,932.0,670.0,90,0.857142857,3.850785453
357,97.8,24.5,11.2,1061.7,782.5,56,0.57972583,4.202002172
630,0.0,0.0,0.0,1113.0,833.0,28,0.804444444,2.853015791
199,0.0,125.4,7.8,1090.0,804.0,3,0.850026219,2.710713147
774,0.0,0.0,0.0,1111.0,784.0,7,0.486910995,2.439734777
107,282.8,0.0,10.3,942.7,659.9,7,0.5678097,3.908014737
284,0.0,167.0,7.6,1055.6,777.8,3,0.934950386,2.611539136
869,0.0,116.0,10.0,818.0,813.0,28,0.608695652,3.439776647
634,0.0,0.0,0.0,1088.0,808.0,28,0.665454545,3.198672916
910,136.0,106.0,7.0,941.0,774.0,28,1.236111111,3.263466502
971,144.7,0.0,8.0,999.7,822.2,28,0.407099456,3.795938287
798,0.0,0.0,0.0,1125.0,613.0,270,0.4,4.0102378
24,0.0,0.0,0.0,932.0,670.0,365,0.6,3.961193799
530,19.0,141.0,10.9,942.0,801.0,56,0.428969359,4.201403369
756,0.0,0.0,0.0,1125.0,613.0,270,0.32037037,4.306359484
858,149.0,0.0,8.0,951.0,709.0,28,0.577639752,3.959287948
607,0.0,0.0,0.0,968.0,885.0,28,0.822033898,2.913436847
809,0.0,0.0,0.0,1111.0,784.0,28,0.734126984,2.980110705
241,0.0,118.2,6.1,1028.1,757.6,28,0.849804092,3.200304237
200,0.0,125.4,7.8,1090.0,804.0,14,0.850026219,3.047375314
1006,0.0,150.4,11.7,1023.3,728.9,28,1.10328068,2.892036855
500,26.0,123.0,3.9,822.0,699.0,28,0.409368635,4.059062492
198,0.0,100.5,7.5,1006.4,905.9,100,0.850539291,3.62006491
54,209.4,0.0,0.0,1047.0,806.9,7,1.375358166,2.680336193
23,209.4,0.0,0.0,1047.0,806.9,180,1.375358166,3.788950769
88,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
156,200.9,0.0,11.2,1004.6,803.7,56,0.505413902,4.290322175
369,0.0,124.1,11.3,1078.7,794.9,3,0.72407492,2.730463624
201,0.0,125.4,7.8,1090.0,804.0,28,0.850026219,3.273363804
379,0.0,0.0,4.0,966.0,853.0,28,0.28,4.213163832
928,153.0,194.0,8.0,935.0,623.0,28,1.288590604,3.201932902
580,193.5,0.0,0.0,998.2,704.3,7,0.639903515,3.084658288
838,149.0,116.0,15.0,953.0,720.0,28,1.100628931,3.320709921
338,0.0,121.4,9.9,1053.6,777.5,100,0.579789168,4.070905074
109,189.0,0.0,11.6,944.7,755.8,7,0.454771098,4.023564126
167,118.8,0.0,8.9,852.1,781.5,91,0.381263158,4.306629098
75,118.8,0.0,8.9,852.1,781.5,3,0.381263158,3.632308873
347,0.0,174.7,10.2,1053.5,776.4,56,0.724379972,3.8424583
567,135.7,0.0,0.0,1076.2,759.3,7,0.912530713,2.481567592
785,0.0,0.0,0.0,978.0,825.0,7,0.580060423,2.788707928
15,0.0,0.0,0.0,932.0,670.0,90,0.6,3.968592106
865,111.0,86.0,6.0,833.0,790.0,28,0.735849057,3.726656583
216,0.0,125.2,9.9,1088.1,802.6,28,0.850761955,3.34885069
458,0.0,143.6,0.0,1005.6,900.9,100,0.992727273,3.636532744
647,236.0,0.0,0.0,935.4,781.2,90,1.222929936,3.769998267
840,143.0,0.0,10.0,914.0,804.0,28,0.541935484,3.813306792
693,102.0,0.0,0.0,888.0,943.1,28,1.254901961,2.888146881
31,114.0,0.0,0.0,932.0,670.0,365,0.857142857,3.968592106
528,19.0,141.0,10.9,942.0,801.0,7,0.428969359,3.65351108
1026,0.0,115.6,10.4,817.9,813.4,28,0.608317815,3.439776647
543,0.0,0.0,0.0,889.8,945.0,7,0.752941176,2.324346438
614,0.0,0.0,0.0,968.0,856.0,90,0.689530686,3.442019159
443,0.0,100.5,7.5,998.0,901.8,28,0.874165383,3.618188485
48,237.5,0.0,0.0,932.0,594.0,7,0.96,3.268046663
749,0.0,0.0,0.0,1125.0,613.0,14,0.4,3.609294747
923,207.0,172.0,10.0,822.0,638.0,28,1.333333333,3.6848712
564,238.2,0.0,0.0,1040.6,734.3,28,1.169395466,3.047850035
715,212.0,0.0,0.0,971.8,748.5,90,1.44019816,3.680342891
953,0.0,194.9,11.0,897.7,712.9,28,1.386994949,2.144760872
609,0.0,0.0,0.0,968.0,885.0,180,0.81779661,3.18221164
783,0.0,0.0,0.0,1085.0,765.0,90,0.648648649,3.380654267
537,0.0,0.0,0.0,936.2,712.2,28,0.4,3.782824828
105,94.7,0.0,11.4,946.8,852.1,7,0.366849179,3.990833934
256,0.0,100.4,8.7,1007.8,903.6,28,0.749647059,3.454421925
377,0.0,0.0,0.0,1003.5,762.4,56,0.570744681,3.591817515
490,20.0,94.0,11.6,938.0,845.0,3,0.405684755,3.548754722
59,142.5,0.0,0.0,932.0,594.0,28,0.685714286,3.497113218
349,0.0,174.2,11.7,1052.3,775.5,3,0.72412178,2.8547444
10,132.4,0.0,0.0,978.4,825.5,90,0.966767372,3.639426341
263,0.0,100.4,10.4,1003.8,903.8,100,0.749764817,3.865769377
56,0.0,0.0,0.0,932.0,594.0,365,0.48,3.736001325
71,262.2,0.0,8.6,1046.9,611.8,3,0.560165975,3.360375175
592,0.0,0.0,0.0,1047.8,739.3,28,0.485490196,3.622739423
217,0.0,125.2,9.9,1088.1,802.6,56,0.850761955,3.652215239
623,0.0,0.0,0.0,968.0,812.0,3,0.628664495,2.528923376
738,0.0,0.0,0.0,1090.0,769.0,7,0.628378378,2.939690697
733,0.0,0.0,0.0,1056.0,809.0,28,0.550143266,3.51482342
941,210.2,0.0,3.1,949.4,795.3,28,1.470323065,3.365224509
969,112.3,87.5,10.4,909.7,744.5,28,0.668294515,3.67427307
919,0.0,0.0,8.0,1000.0,822.0,28,0.568690096,3.222867643
13,190.0,0.0,0.0,932.0,670.0,90,1.2,3.745495818
425,75.4,167.0,7.9,1007.3,770.1,14,0.982035928,3.493472437
244,0.0,94.1,7.0,949.9,847.0,3,0.784124318,2.992225945
337,0.0,121.4,9.9,1053.6,777.5,56,0.579789168,4.040415965
770,0.0,0.0,0.0,1047.0,806.0,3,0.550143266,2.707383141
539,0.0,0.0,0.0,936.2,712.2,90,0.4,3.994892231
672,116.0,0.0,0.0,946.8,856.8,3,1.10982659,1.937301652
119,106.3,0.0,18.6,936.0,803.7,28,0.356235294,4.123903104
1008,188.0,146.4,11.3,828.7,709.7,28,1.268414482,3.564165985
754,0.0,0.0,0.0,1125.0,613.0,90,0.32037037,4.243625997
132,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
966,0.0,142.8,9.1,1047.4,696.7,28,1.24870801,2.522523354
9,0.0,0.0,0.0,932.0,594.0,28,0.48,3.670969802
793,0.0,0.0,0.0,974.0,817.0,14,0.67218543,2.897567842
66,209.4,0.0,0.0,1047.0,806.9,360,1.375358166,3.799973262
682,122.6,0.0,0.0,959.2,800.0,28,1.106579663,3.180134796
26,95.0,0.0,0.0,932.0,594.0,270,0.6,3.717223693
821,0.0,0.0,0.0,974.0,800.0,14,0.630434783,3.033509446
55,132.4,0.0,0.0,978.4,825.5,7,0.966767372,2.683757339
49,95.0,0.0,0.0,932.0,594.0,7,0.6,3.491037865
678,192.0,0.0,0.0,932.0,717.8,28,0.666666667,3.658420016
267,0.0,124.8,7.8,1085.4,799.5,56,0.75,3.808438449
57,132.4,0.0,0.0,978.4,825.5,3,0.966767372,2.211565555
816,0.0,0.0,0.0,1125.0,613.0,7,0.36,3.747619713
266,0.0,124.8,7.8,1085.4,799.5,28,0.75,3.650658011
457,0.0,118.3,5.8,1043.6,754.3,56,0.767303103,3.670460637
335,0.0,121.4,9.9,1053.6,777.5,14,0.579789168,3.657646521
303,0.0,96.2,9.4,961.2,865.0,100,0.578856749,3.89120762
972,172.6,0.0,3.4,985.8,816.8,28,1.248455731,3.167161189
605,0.0,0.0,0.0,968.0,885.0,3,0.822033898,1.867175991
1016,0.0,200.1,12.6,849.3,846.0,28,1.103532278,2.714032102
436,13.6,172.4,4.1,1006.3,856.4,28,0.909512761,3.517200835
810,0.0,0.0,0.0,970.0,850.0,7,0.619354839,2.707383141
662,236.0,0.0,0.0,935.4,781.2,28,1.222929936,3.516309967
519,15.0,141.0,5.5,842.0,801.0,28,0.63028169,3.778034127
343,0.0,117.5,9.5,1022.8,753.5,100,0.588156124,4.038479175
1009,0.0,107.0,6.1,879.0,815.2,28,0.625293526,3.752792543
525,19.0,141.0,10.9,942.0,801.0,3,0.428969359,3.223664138
470,0.0,118.3,5.8,1043.6,754.3,100,0.767303103,3.692622207
782,0.0,0.0,0.0,1085.0,765.0,28,0.648648649,3.07500526
163,262.2,0.0,8.6,1046.9,611.8,91,0.560165975,4.198704313
702,133.0,0.0,0.0,965.4,806.2,7,0.96,2.843163495
97,93.8,0.0,23.4,852.1,992.6,7,0.3376,3.822098057
773,0.0,0.0,0.0,1047.0,739.0,28,0.486910995,3.622205092
936,91.7,71.5,6.0,852.9,695.4,28,1.042211904,3.354454907
579,135.7,0.0,0.0,1076.2,759.3,28,0.912530713,3.119276263
281,0.0,118.3,6.4,1028.4,757.7,28,0.749801114,3.486150868
944,145.0,113.0,8.0,1001.9,688.7,28,1.165904637,3.241028425
250,0.0,95.7,5.5,956.9,861.2,14,0.7496,3.215670491
479,24.0,79.0,11.6,967.0,712.0,7,0.3632287,3.638112107
1010,0.0,126.5,5.7,860.5,736.6,28,0.659641397,3.690378097
460,129.8,118.6,3.6,1007.3,746.8,100,1.010674157,3.911822739
259,0.0,100.4,10.4,1003.8,903.8,3,0.749764817,2.590016971
642,0.0,0.0,0.0,1100.0,820.0,28,0.728,3.038312529
129,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
307,0.0,97.4,11.8,973.9,875.6,56,0.579574161,3.932609391
391,17.2,158.0,20.8,967.0,633.0,28,0.420654912,4.019081824
1004,128.9,100.4,9.5,825.1,804.9,28,0.616154396,3.967078961
171,0.0,0.0,28.2,852.1,893.7,91,0.266892528,4.080921284
353,0.0,174.2,11.7,1052.3,775.5,100,0.72412178,4.082609048
958,100.6,78.4,10.4,935.7,762.9,28,0.65640631,3.907412146
186,0.0,96.7,4.5,967.1,870.3,28,0.851169065,3.214465914
651,122.6,0.0,0.0,959.2,800.0,3,1.106579663,1.589235105
597,181.9,0.0,0.0,1012.4,714.3,28,0.680718475,3.44617053
982,0.0,0.0,8.0,999.7,822.2,28,0.569555484,3.222867643
819,0.0,0.0,0.0,1125.0,613.0,90,0.36,4.073801404
757,0.0,0.0,0.0,974.0,775.0,7,0.58,2.897567842
553,359.4,0.0,0.0,941.6,664.3,7,0.775041736,3.235536062
956,117.6,91.7,7.1,953.4,780.3,28,1.227516779,3.157850924
321,0.0,98.8,12.8,987.8,889.0,28,0.634684866,3.429136534
696,122.6,0.0,0.0,959.2,800.0,7,1.106579663,2.378619629
572,147.2,0.0,0.0,1055.0,744.3,7,0.841032609,2.571848418
493,20.0,94.0,11.6,938.0,845.0,7,0.405684755,3.72978121
312,0.0,95.6,8.9,955.1,859.2,56,0.579979709,3.886089378
114,189.0,0.0,11.6,944.7,755.8,7,0.454771098,3.131136713
125,0.0,0.0,28.2,852.1,893.7,28,0.266892528,4.032468904
734,0.0,0.0,0.0,1056.0,809.0,90,0.550143266,3.705244574
879,145.0,0.0,8.0,867.0,824.0,28,0.568690096,3.793013979
578,290.2,0.0,0.0,998.2,704.3,7,0.959689922,2.844909204
779,0.0,0.0,0.0,1069.0,769.0,28,0.627118644,3.226049825
986,105.1,81.8,9.0,904.0,679.7,28,0.768695015,3.615501756
220,0.0,163.3,4.5,1058.6,780.1,14,1.062612884,3.237893626
381,137.0,0.0,5.9,1130.0,745.0,28,0.46031746,4.403665532
469,0.0,100.5,7.5,998.0,901.8,100,0.874165383,3.790532869
913,0.0,107.0,13.0,953.0,784.0,28,0.55033557,3.579622242
325,0.0,98.8,14.2,987.8,889.0,14,0.57986524,3.744550415
370,0.0,124.1,11.3,1078.7,794.9,14,0.72407492,3.260017562
552,238.2,0.0,0.0,1040.6,734.3,7,1.169395466,2.263844122
427,0.0,125.2,9.9,1079.0,798.9,14,0.8754598,2.966303276
769,0.0,0.0,0.0,978.0,825.0,360,0.580060423,3.719408424
417,0.0,100.5,7.5,998.0,901.8,3,0.874165383,2.499795105
345,0.0,174.7,10.2,1053.5,776.4,14,0.724379972,3.518387427
882,133.0,103.0,7.0,916.0,753.0,28,1.428571429,3.595666845
209,0.0,118.3,4.6,1029.4,758.6,3,0.85,2.305580456
771,0.0,0.0,0.0,978.0,825.0,3,0.580060423,2.604169906
151,94.7,0.0,11.4,946.8,852.1,56,0.366849179,4.300002528
784,0.0,0.0,0.0,879.0,825.0,3,0.580060423,2.604169906
949,0.0,136.6,16.1,1001.8,830.1,28,1.067521945,2.888146881
131,151.2,0.0,15.9,1134.3,605.0,28,0.405533597,3.955082245
550,0.0,0.0,0.0,940.6,785.6,7,0.488549618,3.322875205
412,75.4,167.0,7.9,1007.3,770.1,3,0.982035928,2.742129342
181,189.0,0.0,22.0,944.7,755.8,91,0.374198512,4.414009402
329,0.0,125.1,12.0,1086.8,800.9,3,0.580632091,3.157850924
921,0.0,143.0,9.0,877.0,868.0,28,1.24516129,2.276240974
988,144.2,112.3,10.1,923.2,657.9,28,1.432942708,2.803360204
246,0.0,94.1,7.0,949.9,847.0,28,0.784124318,3.408834594
938,183.4,0.0,9.1,1047.4,696.7,28,1.24870801,2.906354279
498,19.0,97.0,12.3,967.0,871.0,28,0.408450704,4.01548146
318,0.0,99.9,12.4,1006.0,899.8,100,0.580222399,3.814850853
1012,166.4,0.0,8.9,881.6,790.0,28,0.534398034,4.114800311
115,189.0,0.0,9.5,944.7,755.8,7,0.51760876,3.558200906
878,210.0,0.0,3.0,949.0,795.0,28,1.473684211,3.434954262
492,20.0,94.0,13.9,938.0,845.0,7,0.405684755,3.826464876
482,24.0,79.0,11.6,967.0,712.0,56,0.3632287,4.027848317
117,262.2,0.0,8.6,1046.9,611.8,28,0.560165975,4.091005403
120,93.8,0.0,23.4,852.1,992.6,28,0.3376,4.037773956
817,0.0,0.0,0.0,1125.0,613.0,14,0.36,3.879499569
1029,100.5,78.3,8.6,864.5,761.5,28,0.768876964,3.478158203
240,0.0,118.2,6.1,1028.1,757.6,14,0.849804092,3.105482942
162,189.2,0.0,10.1,926.1,756.7,91,0.454812834,4.17284736
925,163.0,128.0,8.0,961.0,641.0,28,1.201219512,3.304319098
70,189.2,0.0,10.1,926.1,756.7,3,0.454812834,3.538056341
276,0.0,118.3,5.8,1028.4,757.7,28,0.749801114,3.389461912
887,0.0,138.0,11.0,801.0,792.0,28,0.610429448,3.705736337
354,97.8,24.5,11.2,1061.7,782.5,3,0.57972583,3.416085779
583,316.1,0.0,0.0,977.0,689.3,28,0.881347888,3.632573389
459,128.5,132.1,8.1,1005.8,746.6,100,1.061212121,4.007696503
569,0.0,0.0,0.0,1104.6,784.3,28,0.486890404,3.11307057
881,145.0,113.0,8.0,1002.0,689.0,28,1.163398693,3.241028425
416,0.0,174.2,11.7,1043.6,771.9,3,0.745667447,2.747911561
176,151.2,0.0,15.9,1134.3,605.0,91,0.405533597,4.034240384
505,26.0,123.0,3.9,822.0,699.0,7,0.409368635,3.635478448
69,0.0,0.0,0.0,1120.0,800.0,28,0.301030928,4.276526951
249,0.0,95.7,5.5,956.9,861.2,3,0.7496,2.626116653
747,0.0,0.0,0.0,1125.0,613.0,3,0.4,3.260401366
6,95.0,0.0,0.0,932.0,594.0,365,0.6,3.777347864
731,0.0,0.0,0.0,1056.0,809.0,3,0.550143266,2.76443036
624,0.0,0.0,0.0,968.0,812.0,28,0.628664495,3.31527611
778,0.0,0.0,0.0,1069.0,769.0,7,0.627118644,2.694627011
1,0.0,0.0,2.5,1055.0,676.0,28,0.3,4.125358355
839,239.0,0.0,6.0,1002.0,684.0,28,1.307189542,3.290637983
253,0.0,95.7,5.5,956.9,861.2,100,0.7496,3.745968185
159,189.0,0.0,22.0,944.7,755.8,56,0.374198512,4.374498092
62,0.0,0.0,0.0,971.0,850.6,3,0.619354839,2.289499709
52,237.5,0.0,0.0,932.0,594.0,90,0.96,3.500137109
679,141.3,0.0,0.0,973.4,750.0,28,0.95990566,3.496507341
1018,0.0,127.9,11.5,870.1,779.7,28,0.567828251,3.618188485
833,178.0,139.0,18.0,944.0,695.0,28,1.105263158,3.593193977
30,76.0,0.0,0.0,932.0,670.0,365,0.75,4.012049066
291,45.2,122.0,8.2,1059.4,780.7,28,0.935164835,3.442658954
170,97.1,0.0,12.1,852.1,925.7,91,0.406330417,4.053522312
12,47.5,0.0,0.0,932.0,594.0,270,0.533333333,3.761432409
111,189.0,0.0,11.6,944.7,755.8,7,0.454771098,4.023564126
160,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
195,0.0,100.5,7.5,1006.4,905.9,14,0.850539291,3.218475542
3,142.5,0.0,0.0,932.0,594.0,365,0.685714286,3.714790601
350,0.0,174.2,11.7,1052.3,775.5,14,0.72412178,3.517497615
387,0.0,0.0,5.2,870.0,805.0,28,0.336538462,3.932217465
842,0.0,184.0,12.0,991.0,772.0,28,1.105960265,2.745345813
586,0.0,0.0,0.0,1104.6,784.3,7,0.486890404,2.676903303
364,53.8,121.9,9.6,1014.3,780.6,3,0.724057701,2.89148207
270,0.0,121.6,6.7,1056.4,778.5,14,0.75064711,3.28728165
359,54.6,123.8,11.9,1075.7,792.7,3,0.64527956,3.311272465
871,187.0,0.0,11.0,990.0,789.0,28,1.106918239,3.489208039
717,212.0,0.0,0.0,971.8,748.5,3,1.44019816,1.574846368
666,288.0,0.0,0.0,929.8,716.1,3,1.0,2.548663455
683,200.0,0.0,0.0,927.4,839.2,90,1.443609023,3.599774752
804,0.0,0.0,0.0,940.0,758.0,28,0.488549618,3.678323708
340,0.0,117.5,9.5,1022.8,753.5,14,0.588156124,3.610647378
671,157.0,0.0,0.0,972.6,749.1,7,0.813559322,3.016514622
293,45.2,122.0,8.2,1059.4,780.7,100,0.935164835,3.885062579
287,0.0,167.0,7.6,1055.6,777.8,56,0.934950386,3.571502361
725,0.0,0.0,0.0,1012.0,830.0,120,0.619354839,3.655839369
832,115.0,89.0,9.0,860.0,829.0,28,1.37414966,2.995231959
272,0.0,121.6,6.7,1056.4,778.5,56,0.75064711,3.754198683
27,38.0,0.0,0.0,932.0,670.0,180,0.666666667,3.953548503
153,282.8,0.0,10.3,942.7,659.9,56,0.5678097,4.384523238
333,0.0,125.1,12.0,1086.8,800.9,100,0.580632091,4.195997951
20,47.5,0.0,0.0,932.0,594.0,180,0.533333333,3.733852584
613,0.0,0.0,0.0,968.0,856.0,3,0.689530686,2.43009826
803,0.0,0.0,0.0,940.0,758.0,3,0.488549618,2.950211572
710,166.8,0.0,0.0,977.6,694.1,28,0.813349321,3.609836019
792,0.0,0.0,0.0,1047.0,806.0,360,0.550143266,3.74075984
310,0.0,95.6,8.9,955.1,859.2,14,0.579979709,3.561897768
116,189.2,0.0,10.1,926.1,756.7,28,0.454812834,4.112347927
712,288.0,0.0,0.0,929.8,716.1,7,1.0,3.067122076
413,93.4,159.9,9.7,1007.2,746.6,3,0.99136939,2.761274788
713,236.0,0.0,0.0,935.4,781.2,3,1.222929936,2.271094283
695,173.0,0.0,0.0,909.8,891.9,28,1.655172414,3.106826125
242,0.0,118.2,6.1,1028.1,757.6,56,0.849804092,3.44521405
635,0.0,0.0,0.0,1075.0,795.0,7,0.613333333,2.745987867
480,24.0,79.0,11.6,967.0,712.0,7,0.3632287,3.671224287
96,106.3,0.0,18.6,936.0,803.7,7,0.356235294,3.84588296
867,260.0,0.0,13.0,859.0,827.0,28,1.102409639,3.6352147
341,0.0,117.5,9.5,1022.8,753.5,28,0.588156124,3.858621985
51,190.0,0.0,0.0,932.0,670.0,180,1.2,3.848656887
640,0.0,0.0,0.0,1025.0,745.0,7,0.4675,3.405852978
512,22.0,132.0,8.9,822.0,750.0,3,0.396226415,3.469167289
133,200.9,0.0,11.2,1004.6,803.7,28,0.505413902,4.215085914
797,0.0,0.0,0.0,1125.0,613.0,180,0.4,3.932609391
324,0.0,98.8,14.2,987.8,889.0,3,0.57986524,3.080991923
955,0.0,89.6,10.6,931.3,762.2,28,0.728906823,3.473517824
405,0.0,0.0,9.0,1033.0,655.0,28,0.302,4.246206644
850,243.0,0.0,11.0,1022.0,698.0,28,1.153846154,3.620600385
268,0.0,124.8,7.8,1085.4,799.5,100,0.75,3.867443718
694,157.0,0.0,0.0,972.6,749.1,28,0.813559322,3.49286435
247,0.0,94.1,7.0,949.9,847.0,56,0.784124318,3.678576329
392,17.5,163.0,17.9,996.0,652.0,28,0.501501502,3.85608713
670,203.5,0.0,0.0,965.4,631.0,28,0.666557484,3.769998267
551,0.0,0.0,0.0,889.8,945.0,3,0.752941176,2.104134021
788,0.0,0.0,0.0,1047.0,806.0,7,0.550143266,2.897567842
29,0.0,0.0,0.0,932.0,594.0,7,0.48,3.653252046
587,158.8,0.0,0.0,1040.6,734.3,28,0.779596977,3.292497757
750,0.0,0.0,0.0,1125.0,613.0,28,0.4,3.78623276
395,200.0,0.0,0.0,1145.0,660.0,28,0.95,3.896909122
202,0.0,125.4,7.8,1090.0,804.0,56,0.850026219,3.565015242
472,24.0,79.0,11.6,967.0,712.0,28,0.3632287,3.793689579
570,0.0,0.0,0.0,1091.4,769.3,28,0.627789047,3.227637127
154,151.2,0.0,15.9,1134.3,605.0,56,0.405533597,4.005513096
895,101.0,78.0,10.0,936.0,763.0,28,0.657692308,3.907412146
965,169.6,0.0,8.1,811.0,802.3,28,0.589712557,4.036362025
113,189.0,0.0,22.0,944.7,755.8,7,0.374198512,4.079061448
78,97.1,0.0,12.1,852.1,925.7,3,0.406330417,3.335769366
213,0.0,118.3,4.6,1029.4,758.6,100,0.85,3.565015242
