n,replication,seed,experiment,theta1_hat,theta2_hat,theta1_error,theta2_error,sqrt_n_theta1_error,sqrt_n_theta2_error,oracle_se1,oracle_se2,T1,T2,coverage1,coverage2,empirical_check_loss,Cn1,Cn2,lhs1,lhs2,minus_Sn1,minus_Sn2,IF_gap1,IF_gap2,IF_gap_norm,sandwich
1000,11,1020275020,experiment0_exact_m0,1.0135122188623475,-1.0037747792942522,0.013512218862347547,-0.003774779294252184,0.4272938784770744,-0.11936900234279843,0.09198785566086995,0.0561323601311806,0.14689133435355656,-0.06724782790943715,1.0,1.0,0.5248055131841499,0.0,0.0,0.052136925738582446,0.038661145341743974,0.14230249470757708,0.08651041320280602,-0.09016556896899464,-0.04784926786106204,0.10207537539652839,linear_QR_raw_X
1000,12,1020276029,experiment0_exact_m0,1.0270181638441789,-0.9729723934067848,0.027018163844178877,0.027027606593215237,0.8543893594321589,0.8546879653754413,0.09522223709820747,0.05835404031924377,0.2837379657055703,0.463165985514497,1.0,1.0,0.5478259725965902,0.0,0.0,0.36685015255162134,0.6358450479422558,0.20554804791094466,0.4666383406352426,0.16130210464067668,0.1692067073070132,0.23377185193943484,linear_QR_raw_X
1000,13,1020277038,experiment0_exact_m0,1.053157825585967,-1.0349391222261477,0.053157825585967045,-0.0349391222261477,1.6809980431363067,-1.1048720568163937,0.0944036379184754,0.05774685090197161,0.5630908591877868,-0.6050394381757499,1.0,1.0,0.5325424159130497,0.0,0.0,0.05420385962502109,-0.15699451917020715,0.015811388300841896,-0.15782880353178486,0.038392471324179195,0.0008342843615777029,0.038401534927316315,linear_QR_raw_X
1000,14,1020278047,experiment0_exact_m0,0.7967564449669047,-1.0132052234242066,-0.20324355503309532,-0.013205223424206602,-6.427125536543599,-0.41758583031900726,0.09225888036128063,0.05355131356457253,-2.2029701014927223,-0.24659009359842604,0.0,1.0,0.5474121808298921,0.0,0.0,-1.2251456853319123,-1.6588346934084979,-0.9012491331479882,-1.3558854108172638,-0.3238965521839241,-0.3029492825912341,0.4434943566035276,linear_QR_raw_X
1000,15,1020279056,experiment0_exact_m0,1.0100636960042164,-1.0603221927636712,0.010063696004216416,-0.060322192763671234,0.3182420105285936,-1.907555225889282,0.09420154465505523,0.05991287316980769,0.10683153913311504,-1.0068319139478328,1.0,1.0,0.5626835634378679,0.0,0.0,-0.37873474894304215,-0.8211252774721044,-0.5059644256269407,-1.168931744708309,0.1272296766838985,0.34780646723620456,0.37034676896176427,linear_QR_raw_X
1000,16,1020280065,experiment0_exact_m0,0.949374290310634,-1.0630021959970144,-0.05062570968936597,-0.0630021959970144,-1.6009255078085187,-1.9923043694290832,0.09002360802635423,0.054485123527937704,-0.562360371898729,-1.1563192283983625,1.0,1.0,0.5229053691931381,0.0,0.0,-0.7196985404281362,-1.3246572423464662,-0.6482669203345178,-0.983011033503046,-0.07143162009361836,-0.34164620884342023,0.3490338212355372,linear_QR_raw_X
1000,17,1020281074,experiment0_exact_m0,1.1194664477086995,-1.0671633866995998,0.11946644770869952,-0.06716338669959976,3.7778607872889434,-2.1238927734139437,0.08995461954441021,0.0567103740819742,1.3280746260031642,-1.1843227590513836,1.0,1.0,0.5614744176567029,0.0,0.0,0.2381230817892059,-0.17119079464198292,0.33203915431767983,0.03233284311230931,-0.09391607252847392,-0.20352363775429222,0.22414749564497466,linear_QR_raw_X
1000,18,1020282083,experiment0_exact_m0,0.7669637881208548,-0.8668199347311227,-0.23303621187914525,0.13318006526887727,-7.369252068356861,4.211523451795372,0.09044753718612096,0.05446458304398883,-2.576479350671632,2.445259980441109,0.0,0.0,0.566989165261213,0.0,0.0,-0.40317052503719225,0.4702292045889566,-0.37947331922020555,0.35438378225835837,-0.0236972058169867,0.11584542233059825,0.11824432095659942,linear_QR_raw_X
1000,19,1020283092,experiment0_exact_m0,1.0653601209899413,-0.9915170207407497,0.06536012098994126,0.008482979259250345,2.0668685047239364,0.26825535803199074,0.09216976772575955,0.055894654799884036,0.7091275436910367,0.15176727165811113,1.0,1.0,0.5502889863709911,0.0,0.0,0.4455552934553275,0.6124422677827597,0.2687936011143123,0.32110334681051506,0.17676169234101524,0.2913389209722446,0.3407683417697887,linear_QR_raw_X
1000,20,1020284101,experiment0_exact_m0,0.9300932827123726,-0.926207936357372,-0.06990671728762743,0.07379206364262803,-2.2106445037437084,2.3335099435480586,0.09358822310277867,0.057227972806021474,-0.7469606214326326,1.28944046109674,1.0,1.0,0.5537492044033897,0.0,0.0,0.13307917162436678,0.6511932077305123,0.15811388300841897,0.6167794903620222,-0.025034711384052194,0.03441371736849008,0.042556324056491394,linear_QR_raw_X
1000,21,1020285110,experiment0_exact_m0,0.9207385605501618,-1.0216576961720394,-0.07926143944983821,-0.021657696172039387,-2.5064667928501203,-0.6848764877555438,0.09381532276199243,0.057757851631127746,-0.8448666712038381,-0.37497406084902385,1.0,1.0,0.5541597182319397,0.0,0.0,-0.6202921444597713,-0.9082700773992168,-0.5850213671311502,-0.7858344264563362,-0.03527077732862116,-0.12243565094288067,0.1274147415143636,linear_QR_raw_X
1000,22,1020286119,experiment0_exact_m0,1.1775419879576607,-1.0632535112425197,0.17754198795766074,-0.06325351124251966,5.61437062260394,-2.0002516552942935,0.09087930324243568,0.05557649031714155,1.9536019932287323,-1.138134324092255,1.0,1.0,0.5573115667995523,0.0,0.0,0.5982029512963863,0.29529285509407316,0.7273238618387272,0.6233714320084757,-0.12912091054234087,-0.3280785769144025,0.35257305933588107,linear_QR_raw_X
1000,23,1020287128,experiment0_exact_m0,0.9127097123956328,-0.9216646029040182,-0.08729028760436719,0.0783353970959818,-2.7603612644096316,2.477182762370422,0.09210375694339056,0.05583123337570846,-0.9477386211076942,1.403074808841043,1.0,1.0,0.5643870939404643,0.0,0.0,0.05657601510445653,0.6106098597611543,0.12649110640673517,0.7813352222177851,-0.06991509130227863,-0.17072536245663072,0.18448650188497231,linear_QR_raw_X
1000,24,1020288137,experiment0_exact_m0,0.86257115369688,-0.962536811550426,-0.13742884630312002,0.03746318844957397,-4.345881705270702,1.1846900391276582,0.09603369414368987,0.06020531481154066,-1.4310482120732844,0.6222571639537829,1.0,1.0,0.5443375117611554,0.0,0.0,-0.5414079522489659,-0.4515535230741066,-0.8380035799446205,-0.5887449721284208,0.2965956276956546,0.13719144905431419,0.3267880965729961,linear_QR_raw_X
1000,25,1020289146,experiment0_exact_m0,0.99734950391636,-1.014639458017871,-0.002650496083639986,-0.014639458017871032,-0.08381604553658507,-0.46294031046886425,0.09455448473636137,0.06028414555035989,-0.028031415865996733,-0.24284093079898744,1.0,1.0,0.5536664515774856,0.0,0.0,-0.12062739060064405,-0.23248281622329967,-0.15811388300841897,-0.3690508579400459,0.03748649240777492,0.13656804171674622,0.14161944475030644,linear_QR_raw_X
1000,26,1020290155,experiment0_exact_m0,0.8868094221802671,-0.9019216331704656,-0.11319057781973285,0.09807836682953441,-3.5794003558089167,3.1015102837083606,0.0942049149767071,0.05834289382711309,-1.2015357993552682,1.6810679141176823,1.0,1.0,0.5436899384458859,0.0,0.0,0.041322399646299315,0.6704734473632267,0.28460498941515416,1.1417776128123862,-0.24328258976885486,-0.47130416544915954,0.5303904550935751,linear_QR_raw_X
1000,27,1020291164,experiment0_exact_m0,1.0450153625498553,-1.026600357114899,0.045015362549855276,-0.026600357114898943,1.4235107535578764,-0.8411771505694593,0.09162267924890877,0.05721900581552269,0.4913124448976579,-0.46488674061657065,1.0,1.0,0.5845149969592606,0.0,0.0,0.07646155701029904,-0.08379329414885395,0.06324555320336758,-0.2729349027369439,0.013216003806931456,0.18914160858808993,0.18960277122424934,linear_QR_raw_X
1000,28,1020292173,experiment0_exact_m0,0.9535069552626984,-0.933073540495962,-0.04649304473730165,0.06692645950403797,-1.4702391672597803,2.11640047763783,0.092461990827533,0.05617887294824351,-0.5028341302322156,1.1913101134245965,1.0,1.0,0.5248833724194933,0.0,0.0,0.19357534774091636,0.6915741831205768,0.39528470752104744,1.3668014296488118,-0.20170935978013108,-0.675227246528235,0.7047116433528058,linear_QR_raw_X
1000,29,1020293182,experiment0_exact_m0,1.0983824880604047,-1.062750955368585,0.09838248806040473,-0.06275095536858499,3.111127441452002,-1.9843594431629934,0.09289680309178204,0.056176739134514986,1.0590513859040211,-1.1170273735242637,1.0,1.0,0.5363892417825211,0.0,0.0,0.11645127433628949,-0.2825993768209018,0.12649110640673517,-0.3438585423683597,-0.010039832070445676,0.06125916554745792,0.06207643346370347,linear_QR_raw_X
1000,30,1020294191,experiment0_exact_m0,0.984080208492662,-1.034984246867806,-0.01591979150733802,-0.0349842468678061,-0.5034280103819332,-1.1062990232787884,0.0907137884634088,0.05550614375188041,-0.17549472662317023,-0.630277019859102,1.0,1.0,0.5487975408940776,0.0,0.0,-0.3381113462361361,-0.6537901790652083,-0.33203915431767983,-0.7729156255863652,-0.00607219191845626,0.11912544652115686,0.11928010531333198,linear_QR_raw_X
1000,31,1020295200,experiment0_exact_m0,1.0365573855696542,-1.081675670509465,0.036557385569654155,-0.081675670509465,1.1560460370107921,-2.582811482313545,0.0914238620477588,0.0570219109027645,0.39986700135854014,-1.4323558999757278,1.0,1.0,0.5371716294206056,0.0,0.0,-0.3649090189029739,-0.9797409119363601,-0.4743416490252569,-1.2912976926155437,0.10943263012228299,0.3115567806791836,0.3302167895832332,linear_QR_raw_X
1000,32,1020296209,experiment0_exact_m0,1.152639357053811,-1.124836788984286,0.15263935705381093,-0.12483678898428607,4.826880288737311,-3.9476858897216185,0.09416890785914242,0.05783096849278172,1.6209103463547485,-2.1586494613153127,1.0,0.0,0.5601546741698867,0.0,0.0,-0.008569069770455443,-0.8134449117570487,-0.07905694150420949,-0.7191609435832338,0.07048787173375404,-0.0942839681738149,0.1177200353217544,linear_QR_raw_X
1000,33,1020297218,experiment0_exact_m0,0.9808077074509252,-0.9693900849652364,-0.01919229254907484,0.030609915034763624,-0.6069135797535541,0.967970504940852,0.09328387194233687,0.05856111816260813,-0.2057407368439691,0.5227003171245519,1.0,1.0,0.5702031188125818,0.0,0.0,0.11201805465854758,0.32952582213244325,0.06324555320336758,0.09416833237269187,0.04877250145518,0.23535748975975138,0.2403578683634197,linear_QR_raw_X
1000,34,1020298227,experiment0_exact_m0,1.0219517071713786,-1.0331959613547654,0.02195170717137862,-0.033195961354765435,0.6941739319060861,-1.0497484699998758,0.09141168829831266,0.05641530304927617,0.24014114146695856,-0.5884212183664118,1.0,1.0,0.558544711709608,0.0,0.0,-0.10454786616732838,-0.350476984697553,-0.11067971810589328,-0.20430533209710092,0.0061318519385649,-0.1461716526004521,0.14630021063601972,linear_QR_raw_X
1000,35,1020299236,experiment0_exact_m0,0.9474803966950216,-1.06223950490363,-0.0525196033049784,-0.06223950490362995,-1.6608156825223859,-1.968185959366893,0.09176055218171843,0.055708222958365375,-0.5723549178406312,-1.1172408954804725,1.0,1.0,0.5520648014143703,0.0,0.0,-0.7048411138783924,-1.2823849189978125,-0.6798896969362016,-1.379587387481291,-0.02495141694219083,0.09720246848347847,0.10035383942184112,linear_QR_raw_X
1000,36,1020300245,experiment0_exact_m0,0.8544134634071928,-0.9291497408238584,-0.14558653659280718,0.07085025917614163,-4.603850522887204,2.240481918098524,0.09319136111858911,0.057943751922673876,-1.5622321086988253,1.2227420010822139,1.0,1.0,0.5405515907123459,0.0,0.0,-0.3540426486033774,0.013577419514419771,-0.4427188724235731,0.19284908314675056,0.08867622382019569,-0.1792716636323308,0.20000450508054313,linear_QR_raw_X
1000,37,1020301254,experiment0_exact_m0,0.9464581928127124,-0.981163013217456,-0.05354180718728763,0.018836986782543974,-1.6931406075340243,0.5956778248732585,0.09157984670349546,0.054901239946086006,-0.5846461761465693,0.3431067640920721,1.0,1.0,0.5580313170417479,0.0,0.0,-0.1749080781366968,-0.08383178942941087,-0.20554804791094466,-0.003460701144703752,0.030639969774247877,-0.08037108828470713,0.0860134848720537,linear_QR_raw_X
1000,38,1020302263,experiment0_exact_m0,0.9010444299205635,-0.9297708284372777,-0.09895557007943645,0.07022917156272235,-3.129249886114284,2.220841403249293,0.0935863651321289,0.05796936706797491,-1.0573716581440802,1.211487637606455,1.0,1.0,0.5730796757522261,0.0,0.0,-0.07179997325125645,0.36067781818569883,-0.3478505426185217,0.11176997178708634,0.27605056936726524,0.2489078463986125,0.37169750180326283,linear_QR_raw_X
1000,39,1020303272,experiment0_exact_m0,1.171802269804375,-1.0137184880898713,0.17180226980437507,-0.013718488089871306,5.432864797685958,-0.4338166841788601,0.08896444166947354,0.054356066640921935,1.931134131574343,-0.252381913144969,1.0,1.0,0.5782793964701064,0.0,0.0,0.8980557882536048,0.9697423862661879,0.7431352501395692,0.8605100618637918,0.1549205381140356,0.10923232440239616,0.18955757390273983,linear_QR_raw_X
1000,40,1020304281,experiment0_exact_m0,0.8683836249337957,-0.9579529033577476,-0.13161637506620427,0.04204709664225237,-4.162075225842003,1.3296459438673554,0.09103876889335598,0.055470075640609816,-1.4457178701568498,0.7580140491366043,1.0,1.0,0.5423410796367707,0.0,0.0,-0.45273299626786007,-0.24947337343505377,-0.37947331922020555,-0.2033594804896241,-0.07325967704765451,-0.04611389294542967,0.08656483930389512,linear_QR_raw_X
1000,41,1020305290,experiment0_exact_m0,0.9926919603963628,-0.9602495664699904,-0.00730803960363724,0.03975043353000962,-0.2311005037820782,1.2570190793395752,0.09320988450705103,0.05717403203534214,-0.07840412679713608,0.6952532839635638,1.0,1.0,0.5959357068395416,0.0,0.0,0.24076864523856417,0.5582747896996002,0.5217758139277826,0.977245100369073,-0.28100716868921843,-0.41897031066947277,0.5044810700880712,linear_QR_raw_X
1000,42,1020306299,experiment0_exact_m0,1.0445146260299276,-1.0352320763759677,0.04451462602992762,-0.0352320763759677,1.4076760744518995,-1.1141360804506877,0.09287622003221424,0.05809866383637194,0.4792898119075869,-0.606418014624135,1.0,1.0,0.5476366959272271,0.0,0.0,0.006382586701728976,-0.21662837609859295,-0.015811388300841896,-0.24469678769574338,0.022193975002570872,0.028068411597150428,0.035782792736199186,linear_QR_raw_X
1000,43,1020307308,experiment0_exact_m0,1.0071083852015184,-0.9396703734077057,0.007108385201518352,0.06032962659229435,0.2247868772263299,1.9077903041911262,0.09100906967329758,0.05743371234601495,0.0781063384895141,1.050421853785677,1.0,1.0,0.5669193062800684,0.0,0.0,0.4445583215436492,0.9138559476012349,0.41109609582188933,0.8083887256709897,0.033462225721759886,0.10546722193024516,0.11064834138810031,linear_QR_raw_X
1000,44,1020308317,experiment0_exact_m0,0.9745984222611354,-0.97422732494058,-0.025401577738864645,0.025772675059420047,-0.8032684181664208,0.8150035458318278,0.09463606126944771,0.05837247404003796,-0.26841330247823075,0.4415210333854009,1.0,1.0,0.5401753924646211,0.0,0.0,0.04396080977198155,0.21826063002432242,0.11067971810589328,0.3694297060883328,-0.06671890833391173,-0.1511690760640104,0.16523771448224364,linear_QR_raw_X
1000,45,1020309326,experiment0_exact_m0,0.934160977635456,-0.9520231374997288,-0.06583902236454398,0.04797686250027122,-2.0820126959072374,1.5171616048957774,0.09397816495082334,0.05621810948944177,-0.7005778671992164,0.8534058319638387,1.0,1.0,0.5080446058325783,0.0,0.0,-0.029600112747298155,0.2891052043333206,0.047434164902525694,0.4777423442739444,-0.07703427764982385,-0.1886371399406238,0.20376027703654273,linear_QR_raw_X
1000,46,1020310335,experiment0_exact_m0,0.8552400067275138,-0.9711185249852112,-0.14475999327248623,0.02888147501478877,-4.577712928117081,0.9133124323197774,0.09230598853598652,0.05777467669258559,-1.5682622066936636,0.49989851381540007,1.0,1.0,0.544398554148169,0.0,0.0,-0.6654836232111077,-0.6269176745960757,-0.7747580267412529,-0.8667509730201719,0.10927440353014528,0.23983329842409618,0.2635543706711209,linear_QR_raw_X
1000,47,1020311344,experiment0_exact_m0,0.9559926367040196,-1.009465581092276,-0.04400736329598043,-0.00946558109227591,-1.391635018337928,-0.29932795628616315,0.09435326017772169,0.05528872610653167,-0.466410627604061,-0.17120273442432724,1.0,1.0,0.577455621224718,0.0,0.0,-0.3232690381577324,-0.4864629715903726,-0.4743416490252569,-0.7157538144096464,0.1510726108675245,0.22929084281927375,0.27458555015714753,linear_QR_raw_X
1000,48,1020312353,experiment0_exact_m0,1.0749527952009983,-1.0228340521836474,0.07495279520099829,-0.022834052183647424,2.370215498312926,-0.7220761311146725,0.09156182326011163,0.05353298291788592,0.8186031310022093,-0.4265417493860282,1.0,1.0,0.5437703866316297,0.0,0.0,0.2556593898942834,0.1482536422309739,0.15811388300841897,0.19531861986218435,0.09754550688586441,-0.04706497763121045,0.10830622342712612,linear_QR_raw_X
1000,49,1020313362,experiment0_exact_m0,1.090010212816113,-1.033132668297008,0.0900102128161131,-0.033132668297007895,2.84637285175396,-1.0477469677739717,0.09201089651273485,0.0583204777958372,0.9782560134457027,-0.5681138006618465,1.0,1.0,0.5813740458204668,0.0,0.0,0.2980887293175123,0.14518097915764563,0.30041637771599605,0.07876865330996696,-0.0023276483984837615,0.06641232584767867,0.06645310355103975,linear_QR_raw_X
1000,50,1020314371,experiment0_exact_m0,1.0413951299591329,-0.9884001429030296,0.04139512995913286,0.011599857096970423,1.3090289470953262,0.36681968958895195,0.09092887707206862,0.056176321065124074,0.45524734597045347,0.20649015238151575,1.0,1.0,0.5436208571933993,0.0,0.0,0.3400836078885076,0.49629106256319583,0.28460498941515416,0.4256519983065077,0.05547861847335345,0.07063906425668814,0.08982067972784681,linear_QR_raw_X
2000,1,2020267930,experiment0_exact_m0,1.0440667667445338,-1.0171981108379191,0.0440667667445338,-0.01719811083791911,1.9707257197880939,-0.7691228983632601,0.06601367895534618,0.040339361156222386,0.6675399317517512,-0.4263357263223859,1.0,1.0,0.5596047248962325,0.0,0.0,0.18708785581284576,0.07174328553547832,0.2347871376374779,0.16973214633062322,-0.04769928182463215,-0.0979888607951449,0.1089818256706868,linear_QR_raw_X
2000,2,2020268939,experiment0_exact_m0,0.95426539196808,-1.0102940224951251,-0.04573460803191998,-0.010294022495125121,-2.0453138496736187,-0.4603626812202354,0.06584966701149265,0.039880464704476856,-0.6945305892577707,-0.25812192940594164,1.0,1.0,0.5423445587270048,0.0,0.0,-0.47382958775496287,-0.6874244089249516,-0.5701973342624463,-0.842216835875314,0.09636774650748348,0.15479242695036244,0.18233880006217515,linear_QR_raw_X
2000,3,2020269948,experiment0_exact_m0,1.0194580177865862,-0.9673112847776908,0.01945801778658618,0.032688715222309206,0.8701890095641339,1.4618837866843108,0.06590150437552589,0.04068667237081585,0.2952590835515491,0.8034256260720034,1.0,1.0,0.5625582868234837,0.0,0.0,0.48774236736378274,0.8981448150510607,0.4583939353874569,1.0016049181511306,0.02934843197632586,-0.10346010310006992,0.10754219354721255,linear_QR_raw_X
2000,4,2020270957,experiment0_exact_m0,1.12380083780034,-1.088675039354691,0.1238008378003399,-0.0886750393546909,5.536541779859712,-3.9656683180911587,0.0650821952541215,0.04078267673583959,1.9022228324804378,-2.174331026113442,1.0,0.0,0.5299068860330276,0.0,0.0,0.14146395530214956,-0.6403775324548518,0.10062305898749054,-0.5295005290252623,0.04084089631465902,-0.1108770034295895,0.11815958996759396,linear_QR_raw_X
2000,5,2020271966,experiment0_exact_m0,1.0708298690833613,-1.0700050813562283,0.07082986908336131,-0.0700050813562283,3.1676080421561323,-3.1307224136585927,0.06449926343580852,0.03956522871410115,1.0981500456025082,-1.7693586927573681,1.0,1.0,0.5823941141146541,0.0,0.0,-0.11156025967501909,-0.8149456965080514,0.03354101966249684,-0.7730737463202646,-0.14510127933751593,-0.04187195018778678,0.151021990047517,linear_QR_raw_X
2000,6,2020272975,experiment0_exact_m0,1.0578795097519922,-1.027060746394689,0.057879509751992186,-0.027060746394689028,2.5884503661963305,-1.2101933692081406,0.06539359120183738,0.040260880057719606,0.8850945281984441,-0.6721349944634509,1.0,1.0,0.5436018855357532,0.0,0.0,0.2037224060637142,-0.004595854087690883,0.12298373876248843,-0.09403498508812862,0.08073866730122577,0.08943913100043774,0.12049103930040393,linear_QR_raw_X
2000,7,2020273984,experiment0_exact_m0,0.9609724315093672,-0.9966373736853096,-0.039027568490632825,0.00336262631469042,-1.7453659228316774,0.1503812204515476,0.06551623566043553,0.04016965600799231,-0.5956930842746984,0.08371060767912424,1.0,1.0,0.5957241454364075,0.0,0.0,-0.2840212238645406,-0.31635500703718894,-0.31304951684997057,-0.3110467232401809,0.02902829298542997,-0.00530828379700804,0.029509653852892632,linear_QR_raw_X
2000,8,2020274993,experiment0_exact_m0,1.0441352234319732,-1.0110386308595825,0.04413522343197318,-0.011038630859582454,1.973787195920672,-0.49366257961106613,0.06438483283062882,0.03929337033314403,0.6854909998458115,-0.28092858326971637,1.0,1.0,0.566312470269194,0.0,0.0,0.2519219208073858,0.1982693284028408,0.3018691769624716,0.2914740217207772,-0.04994725615508583,-0.09320469331793638,0.10574423508594846,linear_QR_raw_X
2000,9,2020276002,experiment0_exact_m0,1.0097460893632568,-1.0318818855375604,0.009746089363256827,-0.03188188553756044,0.4358583666205981,-1.4258012662570514,0.06579648011457111,0.03979984287679779,0.14812478336661788,-0.8010555628637092,1.0,1.0,0.5482412137901659,0.0,0.0,-0.2517397656706989,-0.6222953704934129,-0.19006577808748212,-0.7827581676324622,-0.061673987583216766,0.16046279713904932,0.17190692251943337,linear_QR_raw_X
2000,10,2020277011,experiment0_exact_m0,1.0066750294057845,-0.9764985082494938,0.006675029405784461,0.023501491750506198,0.29851639006288166,1.0510186625356477,0.06443215688714567,0.03969312491316298,0.10359779539083133,0.5920796561601193,1.0,1.0,0.5501576936902716,0.0,0.0,0.2901906835941498,0.5782562434305828,0.2347871376374779,0.45119399239662056,0.05540354595667188,0.12706225103396224,0.13861590292023024,linear_QR_raw_X
2000,11,2020278020,experiment0_exact_m0,0.9940768238261194,-0.9861315801382722,-0.005923176173880607,0.013868419861727821,-0.264892491350083,0.6202145910266329,0.0651319666531735,0.04003708282931551,-0.09094115344960192,0.34638936909692236,1.0,1.0,0.5323751872555569,0.0,0.0,0.0955855013873848,0.24985812844946986,0.16770509831248423,0.2611037198488396,-0.07211959692509944,-0.011245591399369759,0.07299109251518565,linear_QR_raw_X
2000,12,2020279029,experiment0_exact_m0,0.9929683692361424,-0.9989129957923536,-0.007031630763857599,0.0010870042076464026,-0.31446408761328726,0.04861230600251306,0.06659185360173274,0.041242191423417784,-0.10559295744959762,0.026356606429725003,1.0,1.0,0.5505943622278507,0.0,0.0,-0.04840863675334053,-0.05072258129436271,-0.08944271909999159,-0.006764366630588917,0.04103408234665106,-0.043958214663773795,0.06013418786728692,linear_QR_raw_X
2000,13,2020280038,experiment0_exact_m0,0.9853482503531712,-0.9692228730162488,-0.014651749646828804,0.030777126983751235,-0.6552461639923549,1.3763949617562166,0.06385746702184196,0.03938039066817333,-0.22944457915653443,0.781534323594836,1.0,1.0,0.5711696084910015,0.0,0.0,0.1864153509414559,0.5263358396833759,0.20124611797498107,0.600034993262334,-0.014830767033525177,-0.07369915357895807,0.07517657141062994,linear_QR_raw_X
